# MAGICC global temperature,,,,,,,
# RCP 4.5,,,,,,,
Year,value,vtag,ctag,units,type,Scenario,model
2118,2.58E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2119,2.59E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2120,2.59E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2121,2.59E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2122,2.60E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2123,2.60E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2124,2.60E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2125,2.61E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2126,2.61E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2127,2.61E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2128,2.61E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2129,2.62E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2130,2.62E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2131,2.62E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2132,2.62E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2133,2.63E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2134,2.63E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2135,2.63E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2136,2.63E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2137,2.64E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2138,2.64E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2139,2.64E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2140,2.64E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2141,2.65E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2142,2.65E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2143,2.65E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2144,2.65E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2145,2.65E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2146,2.66E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2147,2.66E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2148,2.66E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2149,2.66E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2150,2.66E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2151,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2152,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2153,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2154,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2155,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2156,2.67E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2157,2.68E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2158,2.68E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2159,2.68E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2160,2.68E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2161,2.68E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2162,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2163,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2164,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2165,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2166,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2167,2.69E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2168,2.70E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2169,2.70E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2170,2.70E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2171,2.70E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2172,2.70E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2173,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2174,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2175,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2176,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2177,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2178,2.71E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2179,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2180,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2181,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2182,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2183,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2184,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2185,2.72E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2186,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2187,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2188,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2189,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2190,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2191,2.73E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2192,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2193,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2194,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2195,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2196,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2197,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2198,2.74E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2199,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2200,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2201,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2202,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2203,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2204,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2205,2.75E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2206,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2207,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2208,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2209,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2210,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2211,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2212,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2213,2.76E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2214,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2215,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2216,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2217,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2218,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2219,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2220,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2221,2.77E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2222,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2223,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2224,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2225,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2226,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2227,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2228,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2229,2.78E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2230,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2231,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2232,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2233,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2234,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2235,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2236,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2237,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2238,2.79E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2239,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2240,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2241,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2242,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2243,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2244,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2245,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2246,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2247,2.80E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2248,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2249,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2250,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2251,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2252,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2253,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2254,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2255,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2256,2.81E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2257,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2258,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2259,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2260,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2261,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2262,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2263,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2264,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2265,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2266,2.82E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2267,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2268,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2269,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2270,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2271,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2272,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2273,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2274,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2275,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2276,2.83E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2277,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2278,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2279,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2280,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2281,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2282,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2283,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2284,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2285,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2286,2.84E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2287,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2288,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2289,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2290,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2291,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2292,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2293,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2294,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2295,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2296,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2297,2.85E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2298,2.86E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2299,2.86E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
2300,2.86E+00,Tgav,Temperature,C,Simulated,rcp45,MAGICC6
