"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"CanESM2","ph","ocean","ph","historical",1850,"Simulated",1,"global",8.163699
"CanESM2","ph","ocean","ph","historical",1851,"Simulated",1,"global",8.1635988
"CanESM2","ph","ocean","ph","historical",1852,"Simulated",1,"global",8.1634662
"CanESM2","ph","ocean","ph","historical",1853,"Simulated",1,"global",8.1636506
"CanESM2","ph","ocean","ph","historical",1854,"Simulated",1,"global",8.1637044
"CanESM2","ph","ocean","ph","historical",1855,"Simulated",1,"global",8.1626176
"CanESM2","ph","ocean","ph","historical",1856,"Simulated",1,"global",8.1635238
"CanESM2","ph","ocean","ph","historical",1857,"Simulated",1,"global",8.1638698
"CanESM2","ph","ocean","ph","historical",1858,"Simulated",1,"global",8.162534
"CanESM2","ph","ocean","ph","historical",1859,"Simulated",1,"global",8.1624882
"CanESM2","ph","ocean","ph","historical",1860,"Simulated",1,"global",8.1622098
"CanESM2","ph","ocean","ph","historical",1861,"Simulated",1,"global",8.162192
"CanESM2","ph","ocean","ph","historical",1862,"Simulated",1,"global",8.1622288
"CanESM2","ph","ocean","ph","historical",1863,"Simulated",1,"global",8.1616696
"CanESM2","ph","ocean","ph","historical",1864,"Simulated",1,"global",8.1611902
"CanESM2","ph","ocean","ph","historical",1865,"Simulated",1,"global",8.1610792
"CanESM2","ph","ocean","ph","historical",1866,"Simulated",1,"global",8.1607688
"CanESM2","ph","ocean","ph","historical",1867,"Simulated",1,"global",8.1605184
"CanESM2","ph","ocean","ph","historical",1868,"Simulated",1,"global",8.16069
"CanESM2","ph","ocean","ph","historical",1869,"Simulated",1,"global",8.160928
"CanESM2","ph","ocean","ph","historical",1870,"Simulated",1,"global",8.160771
"CanESM2","ph","ocean","ph","historical",1871,"Simulated",1,"global",8.1601068
"CanESM2","ph","ocean","ph","historical",1872,"Simulated",1,"global",8.1605504
"CanESM2","ph","ocean","ph","historical",1873,"Simulated",1,"global",8.1596516
"CanESM2","ph","ocean","ph","historical",1874,"Simulated",1,"global",8.1594758
"CanESM2","ph","ocean","ph","historical",1875,"Simulated",1,"global",8.1587362
"CanESM2","ph","ocean","ph","historical",1876,"Simulated",1,"global",8.1594062
"CanESM2","ph","ocean","ph","historical",1877,"Simulated",1,"global",8.1590814
"CanESM2","ph","ocean","ph","historical",1878,"Simulated",1,"global",8.1583514
"CanESM2","ph","ocean","ph","historical",1879,"Simulated",1,"global",8.1581988
"CanESM2","ph","ocean","ph","historical",1880,"Simulated",1,"global",8.158167
"CanESM2","ph","ocean","ph","historical",1881,"Simulated",1,"global",8.157278
"CanESM2","ph","ocean","ph","historical",1882,"Simulated",1,"global",8.1565088
