"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1850,"Simulated","ppmv CO2","global",288.617533333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1851,"Simulated","ppmv CO2","global",288.4534
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1852,"Simulated","ppmv CO2","global",288.8388
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1853,"Simulated","ppmv CO2","global",289.0769
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1854,"Simulated","ppmv CO2","global",289.1285
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1855,"Simulated","ppmv CO2","global",288.8738
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1856,"Simulated","ppmv CO2","global",288.806966666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1857,"Simulated","ppmv CO2","global",288.644833333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1858,"Simulated","ppmv CO2","global",288.3537
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1859,"Simulated","ppmv CO2","global",288.122533333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1860,"Simulated","ppmv CO2","global",288.0458
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1861,"Simulated","ppmv CO2","global",288.1408
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1862,"Simulated","ppmv CO2","global",288.743266666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1863,"Simulated","ppmv CO2","global",288.869433333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1864,"Simulated","ppmv CO2","global",288.5819
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1865,"Simulated","ppmv CO2","global",288.436433333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1866,"Simulated","ppmv CO2","global",288.4592
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1867,"Simulated","ppmv CO2","global",288.836366666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1868,"Simulated","ppmv CO2","global",288.8973
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1869,"Simulated","ppmv CO2","global",288.9415
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1870,"Simulated","ppmv CO2","global",288.7341
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1871,"Simulated","ppmv CO2","global",289.331666666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1872,"Simulated","ppmv CO2","global",289.752566666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1873,"Simulated","ppmv CO2","global",289.875233333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1874,"Simulated","ppmv CO2","global",290.404866666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1875,"Simulated","ppmv CO2","global",290.598266666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1876,"Simulated","ppmv CO2","global",290.2969
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1877,"Simulated","ppmv CO2","global",290.058366666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1878,"Simulated","ppmv CO2","global",290.5741
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1879,"Simulated","ppmv CO2","global",290.7713
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1880,"Simulated","ppmv CO2","global",290.890133333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1881,"Simulated","ppmv CO2","global",290.8681
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1882,"Simulated","ppmv CO2","global",290.7926
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1883,"Simulated","ppmv CO2","global",291.4797
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1884,"Simulated","ppmv CO2","global",291.0582
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1885,"Simulated","ppmv CO2","global",290.148633333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1886,"Simulated","ppmv CO2","global",289.7319
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1887,"Simulated","ppmv CO2","global",289.7105
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1888,"Simulated","ppmv CO2","global",289.577333333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1889,"Simulated","ppmv CO2","global",289.8144
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1890,"Simulated","ppmv CO2","global",289.901566666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1891,"Simulated","ppmv CO2","global",289.7977
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1892,"Simulated","ppmv CO2","global",289.7867
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1893,"Simulated","ppmv CO2","global",289.700933333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1894,"Simulated","ppmv CO2","global",290.040666666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1895,"Simulated","ppmv CO2","global",289.733066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1896,"Simulated","ppmv CO2","global",289.5657
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1897,"Simulated","ppmv CO2","global",289.8857
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1898,"Simulated","ppmv CO2","global",290.235066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1899,"Simulated","ppmv CO2","global",290.583133333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1900,"Simulated","ppmv CO2","global",290.948133333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1901,"Simulated","ppmv CO2","global",291.069533333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1902,"Simulated","ppmv CO2","global",291.325333333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1903,"Simulated","ppmv CO2","global",291.924
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1904,"Simulated","ppmv CO2","global",292.5151
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1905,"Simulated","ppmv CO2","global",292.2349
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1906,"Simulated","ppmv CO2","global",292.164833333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1907,"Simulated","ppmv CO2","global",292.1939
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1908,"Simulated","ppmv CO2","global",292.734466666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1909,"Simulated","ppmv CO2","global",293.242633333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1910,"Simulated","ppmv CO2","global",293.517633333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1911,"Simulated","ppmv CO2","global",293.838433333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1912,"Simulated","ppmv CO2","global",294.1648
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1913,"Simulated","ppmv CO2","global",294.799233333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1914,"Simulated","ppmv CO2","global",295.163933333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1915,"Simulated","ppmv CO2","global",295.1864
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1916,"Simulated","ppmv CO2","global",295.6219
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1917,"Simulated","ppmv CO2","global",296.215966666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1918,"Simulated","ppmv CO2","global",296.525933333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1919,"Simulated","ppmv CO2","global",296.747066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1920,"Simulated","ppmv CO2","global",296.817766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1921,"Simulated","ppmv CO2","global",297.063
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1922,"Simulated","ppmv CO2","global",297.393166666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1923,"Simulated","ppmv CO2","global",298.061866666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1924,"Simulated","ppmv CO2","global",298.312533333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1925,"Simulated","ppmv CO2","global",298.5587
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1926,"Simulated","ppmv CO2","global",299.078
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1927,"Simulated","ppmv CO2","global",299.7574
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1928,"Simulated","ppmv CO2","global",300.203933333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1929,"Simulated","ppmv CO2","global",300.7766
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1930,"Simulated","ppmv CO2","global",300.907766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1931,"Simulated","ppmv CO2","global",300.604166666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1932,"Simulated","ppmv CO2","global",300.980666666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1933,"Simulated","ppmv CO2","global",301.657766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1934,"Simulated","ppmv CO2","global",301.907433333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1935,"Simulated","ppmv CO2","global",302.083766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1936,"Simulated","ppmv CO2","global",301.491833333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1937,"Simulated","ppmv CO2","global",301.814066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1938,"Simulated","ppmv CO2","global",302.3909
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1939,"Simulated","ppmv CO2","global",303.020766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1940,"Simulated","ppmv CO2","global",303.246733333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1941,"Simulated","ppmv CO2","global",303.2811
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1942,"Simulated","ppmv CO2","global",303.9517
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1943,"Simulated","ppmv CO2","global",304.592866666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1944,"Simulated","ppmv CO2","global",304.801066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1945,"Simulated","ppmv CO2","global",305.308366666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1946,"Simulated","ppmv CO2","global",305.658666666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1947,"Simulated","ppmv CO2","global",305.684233333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1948,"Simulated","ppmv CO2","global",306.428566666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmHistorical",1949,"Simulated","ppmv CO2","global",306.8936
